vla-get-Hyperlinks,(vla-get-Hyperlinks Object),取得图元的Hyperlinks集合。,33,-1,-1
vla-get-ImageFile,(vla-get-ImageFile Object),取得光栅图像的完整路径与文件名。,33,-1,-1
vla-get-ImageFrameHighlight,(vla-get-ImageFrameHighlight Object),在选择时控制光栅图像的显示。,33,-1,-1
vla-get-ImageHeight,(vla-get-ImageHeight Object),取得光栅图像的 高度。,33,-1,-1
vla-get-ImageVisibility,(vla-get-ImageVisibility Object),取得打开或关闭图像的可见性。,33,-1,-1
vla-get-ImageWidth,(vla-get-ImageWidth Object),取得光栅图像的宽度。,33,-1,-1
vla-get-IncrementalSavePercent,(vla-get-IncrementalSavePercent Object),取得图形文件中允许的使用空间百分比。,33,-1,-1
vla-get-Index,(vla-get-Index Object),取得菜单或工具栏项的索引。,33,-1,-1
vla-get-InsertionPoint,(vla-get-InsertionPoint Object),取得公差、文字、图块或 形的插入点。,33,-1,-1
vla-get-Invisible,(vla-get-Invisible Object),取得属性或属性参照 的可见性。,33,-1,-1
vla-get-IsCloned,(vla-get-IsCloned Object),判断源对象是否会在CopyObjects任务中被复制。,33,-1,-1
vla-get-IsLayout,(vla-get-IsLayout Object),判断给定的图块是否为布局图块。,33,-1,-1
vla-get-ISOPenWidth,(vla-get-ISOPenWidth Object),取得ISO图案填充样式的ISO笔宽度。,33,-1,-1
vla-get-IsOwnerXlated,(vla-get-IsOwnerXlated Object),判断源在CopyObjects任务中是否已经平移 所拥有的对象。,33,-1,-1
vla-get-IsPeriodic,(vla-get-IsPeriodic Object),判断给定的样条曲线是否为周期性的。,33,-1,-1
vla-get-IsPlanar,(vla-get-IsPlanar Object),判断给定的样条曲线是否为平面。,33,-1,-1
vla-get-IsPrimary,(vla-get-IsPrimary Object),判断一个CopyObjects操作中的源对象是否 为被复制的对象主要集合的一部分，或者只是被主要集合中的成员所有拥有。,33,-1,-1
vla-get-IsQuiescent,(vla-get-IsQuiescent Object),检查AutoCAD是否为空闲且可以接受外部处理应用程序（out-of-process application）的自动调用。,33,-1,-1
vla-get-IsRational,(vla-get-IsRational Object),判断给定的样条曲线是否为有理的。,33,-1,-1
vla-get-IsXRef,(vla-get-IsXRef Object),判断给定的图块是否为XRef图块。,33,-1,-1
vla-get-Key,(vla-get-Key Object),在CopyObjects操作中源对象的对象 标识码（ID）。,33,-1,-1
vla-get-KeyboardAccelerator,(vla-get-KeyboardAccelerator Object),取得Windows标准键盘或AutoCAD典型键盘。,33,-1,-1
vla-get-KeyboardPriority,(vla-get-KeyboardPriority Object),取得控制AutoCAD如何响应坐标数据的输入。,33,-1,-1
vla-get-Knots,(vla-get-Knots Object),取得样条曲线的节点矢量。,33,-1,-1
vla-get-Label,(vla-get-Label Object),取得菜单项的内容与格式。,33,-1,-1
vla-get-LargeButtons,(vla-get-LargeButtons Object),取得使用大或小的工具栏按钮。,33,-1,-1
vla-get-LastHeight,(vla-get-LastHeight Object),取得最后一次使用的文字高度。,33,-1,-1
vla-get-Layer,(vla-get-Layer Object),取得图元的图层。,33,-1,-1
vla-get-LayerOn,(vla-get-LayerOn Object),取得图层的状态。,33,-1,-1
vla-get-Layers,(vla-get-Layers Object),取得文件的Layers集合。,33,-1,-1
vla-get-Layout,(vla-get-Layout Object),取得与模型空间、图纸空间或图层对象相关的布局。,33,-1,-1
vla-get-LayoutCreateViewport,(vla-get-LayoutCreateViewport Object),判断是否自动建立新布局的视口。,33,-1,-1
vla-get-LayoutCrosshairColor,(vla-get-LayoutCrosshairColor Object),取得图纸空间布局的十字光标与文字的颜色。,33,-1,-1
vla-get-LayoutDisplayMargins,(vla-get-LayoutDisplayMargins Object),判断是否在布局中显示边界。,33,-1,-1
vla-get-LayoutDisplayPaper,(vla-get-LayoutDisplayPaper Object),判断是否在布局中显示图纸空间背景。,33,-1,-1
vla-get-LayoutDisplayPaperShadow,(vla-get-LayoutDisplayPaperShadow Object),判断是否在布局中显示图纸空间背景阴影。,33,-1,-1
vla-get-Layouts,(vla-get-Layouts Object),取得文件的Layouts集合。,33,-1,-1
vla-get-LayoutShowPlotSetup,(vla-get-LayoutShowPlotSetup Object),判断是否在建立新布局中显示[打印设定]对话框。,33,-1,-1
vla-get-Left,(vla-get-Left Object),取得工具栏的左边线。,33,-1,-1
vla-get-Length,(vla-get-Length Object),取得线的长度。,33,-1,-1
vla-get-LensLength,(vla-get-LensLength Object),取得在透视图中使用的镜头长度。,33,-1,-1
vla-get-LicenseServer,(vla-get-LicenseServer Object),取得当前网络管理员程序可使用的 一个用户端授权服务器表。,33,-1,-1
vla-get-Limits,(vla-get-Limits Object),取得图形范围。,33,-1,-1
vla-get-LinearScaleFactor,(vla-get-LinearScaleFactor Object),取得线性标注测量单位的全局比例系数。,33,-1,-1
vla-get-LineSpacingFactor,(vla-get-LineSpacingFactor Object),取得多行文字对象的相对行间距系数。,33,-1,-1
vla-get-LineSpacingStyle,(vla-get-LineSpacingStyle Object),取得MText对象的间距的样式。,33,-1,-1
vla-get-Linetype,(vla-get-Linetype Object),取得图元的线型。,33,-1,-1
vla-get-LinetypeGeneration,(vla-get-LinetypeGeneration Object),取得2D多段线或轻型多段线的线型生成。,33,-1,-1
vla-get-Linetypes,(vla-get-Linetypes Object),取得文件的Linetypes集合。,33,-1,-1
vla-get-LinetypeScale,(vla-get-LinetypeScale Object),取得图元的线型比例。,33,-1,-1
vla-get-Lineweight,(vla-get-Lineweight Object),取得图元的线宽或图形的默认线宽。,33,-1,-1
vla-get-LineweightDisplay,(vla-get-LineweightDisplay Object),取得线宽是否显示在图形的模型空间中。,33,-1,-1
vla-get-LoadAcadLspInAllDocuments,(vla-get-LoadAcadLspInAllDocuments Object),"取得在启动时加载acad.lsp ,或者在每个图形中加载。",33,-1,-1
vla-get-LocaleID,(vla-get-LocaleID Object),取得当前的AutoCAD工作任务中的语言环境标识码（ID）。,33,-1,-1
vla-get-Lock,(vla-get-Lock Object ),取得图层锁定状态。,33,-1,-1
vla-get-LogFileOn,(vla-get-LogFileOn Object ),判断是否将文字窗口内容写入到日志文件。,33,-1,-1
vla-get-LogFilePath,(vla-get-LogFilePath Object ),取得日志文件的位置。,33,-1,-1
vla-get-LowerLeftCorner,(vla-get-LowerLeftCorner Object ),取得当前激活视口的左下角点。,33,-1,-1
vla-get-Macro,(vla-get-Macro Object ),取得菜单或工具栏项的宏。,33,-1,-1
vla-get-MainDictionary,(vla-get-MainDictionary Object ),取得拼字检查使用的当前的词典。,33,-1,-1
vla-get-MajorAxis,(vla-get-MajorAxis Object ),取得椭圆长轴的方向。,33,-1,-1
vla-get-MajorRadius,(vla-get-MajorRadius Object ),取得椭圆长轴的长度。,33,-1,-1
vla-get-Mask,(vla-get-Mask Object ),取得要恢复的层属性。,33,-1,-1
vla-get-MaxActiveViewports,(vla-get-MaxActiveViewports Object ),取得激活视口的最大数目。,33,-1,-1
vla-get-MaxAutoCADWindow,(vla-get-MaxAutoCADWindow Object ),判断当AutoCAD启动时是否要充满整个屏幕。,33,-1,-1
vla-get-MClose,(vla-get-MClose Object ),取得PolygonMesh在M方向是否为封闭的。,33,-1,-1
vla-get-MDensity,(vla-get-MDensity Object ),取得PolygonMesh在M方向的面密度。,33,-1,-1
vla-get-Measurement,(vla-get-Measurement Object ),取得标注的测量单位。,33,-1,-1
vla-get-MenuBar,(vla-get-MenuFile Object ),取得工作任务的MenuBar对象,33,-1,-1
vla-get-MenuFile,(vla-get-MenuFile Object ),取得工作任务使用的AutoCAD菜单文件的位置。,33,-1,-1
vla-get-MenuFileName,(vla-get-MenuFileName Object ),取得菜单组所在的菜单文件名称。,33,-1,-1
vla-get-MenuGroups,(vla-get-MenuGroups Object ),取得工作任务使用的MenuGroups集合。,33,-1,-1
vla-get-Menus,(vla-get-Menus Object ),取得PopupMenus集合。,33,-1,-1
vla-get-MinorAxis,(vla-get-MinorAxis Object ),取得椭圆短轴的方向。,33,-1,-1
vla-get-MinorRadius,(vla-get-MinorRadius Object ),取得椭圆短轴的长度。,33,-1,-1
vla-get-Mode,(vla-get-Mode Object ),取得属性定义的模式。,33,-1,-1
vla-get-ModelCrosshairColor,(vla-get-ModelCrosshairColor Object ),取得模型空间的十字光标与文字的颜色。,33,-1,-1
vla-get-ModelSpace,(vla-get-ModelSpace Object ),取得文件的ModelSpace集合。,33,-1,-1
vla-get-ModelType,(vla-get-ModelType Object ),取得布局或打印配置适用的配置、模型或模型空间的类型,33,-1,-1
vla-get-MomentOfInertia,(vla-get-MomentOfInertia Object ),取得实体的惯性矩。,33,-1,-1
vla-get-MRUNumber,(vla-get-MRUNumber Object ),取得要出现在[文件]菜单中的最近使用的文件的数目。,33,-1,-1
vla-get-MSpace,(vla-get-MSpace Object ),允许从浮动图纸空间视口编辑模型。,33,-1,-1
vla-get-MVertexCount,(vla-get-MVertexCount Object ),取得PolygonMesh在M方向的顶点。,33,-1,-1
vla-get-Name,(vla-get-Name Object ),取得没有下划线符号的弹出菜单名称。,33,-1,-1
vla-get-NameNoMnemonic,(vla-get-NameNoMnemonic Object ),取得没有下划线符号的弹出菜单名称。,33,-1,-1
vla-get-NClose,(vla-get-NClose Object ),取得PolygonMesh在N方向是否为封闭的。,33,-1,-1
vla-get-NDensity,(vla-get-NDensity Object ),取得PolygonMesh在N方向的面密度。,33,-1,-1
vla-get-Normal,(vla-get-Normal Object ),取得图元的三维法向单位矢量。,33,-1,-1
vla-get-NumberOfControlPoints,(vla-get-NumberOfCopies Object ),取得样条曲线的控制点数目。,33,-1,-1
vla-get-NumberOfCopies,(vla-get-NumberOfCopies Object ),取得要打印的数量。,33,-1,-1
vla-get-NumberOfFaces,(vla-get-NumberOfFaces Object ),取得PolyFaceMesh的面数。,33,-1,-1
vla-get-NumberOfFitPoints,(vla-get-NumberOfFitPoints Object ),取得样条曲线的拟合点数目。,33,-1,-1
vla-get-NumberOfLoops,(vla-get-NumberOfLoops Object ),取得图案填充中的环数目。,33,-1,-1
vla-get-NumberOfVertices,(vla-get-NumberOfVertices Object ),取得PolyFaceMesh的顶点数目。,33,-1,-1
vla-get-NVertexCount,(vla-get-NVertexCount Object ),取得PolygonMesh在N方向的顶点总数。,33,-1,-1
vla-get-ObjectARXPath,(vla-get-ObjectARXPath Object ),取得ObjectARX应用程序的位置。,33,-1,-1
vla-get-ObjectID,(vla-get-ObjectID Object ),取得对象的对象标识码（ID）。,33,-1,-1
vla-get-ObjectName,(vla-get-ObjectName Object ),取得对象的AutoCAD类名称。,33,-1,-1
vla-get-ObjectSnapMode,(vla-get-ObjectSnapMode Object ),取得对象捕捉模式的设置。,33,-1,-1
vla-get-ObjectSortByPlotting,(vla-get-ObjectSortByPlotting Object ),判断图形对象是否按PostScript打印顺序排序。,33,-1,-1
vla-get-ObjectSortByPSOutput,(vla-get-ObjectSortByPSOutput Object ),判断图形对象是否按PostScript输出顺序排序。,33,-1,-1
vla-get-ObjectSortByRedraws,(vla-get-ObjectSortByRedraws Object ),判断图形对象是否按重画顺序排序。,33,-1,-1
vla-get-ObjectSortByRegens,(vla-get-ObjectSortByRegens Object ),判断图形对象是否按重生成顺序排序。,33,-1,-1
vla-get-ObjectSortBySelection,(vla-get-ObjectSortBySelection Object ),取得图形对象是否按对象选择排序。,33,-1,-1
vla-get-ObjectSortBySnap,(vla-get-ObjectSortBySnap Object ),判断图形对象是否按对象捕捉排序。,33,-1,-1
vla-get-ObliqueAngle,(vla-get-ObliqueAngle Object ),取得对象的倾斜角。,33,-1,-1
vla-get-OLELaunch,(vla-get-OLELaunch Object ),判断当进行OLE对象打印时是否启动父应用程序，,33,-1,-1
vla-get-OLEQuality,(vla-get-OLEQuality Object ),取得OLE对象的打印质量。,33,-1,-1
vla-get-OnMenuBar,(vla-get-OnMenuBar Object ),判断指定的弹出菜单是否在菜单表上。,33,-1,-1
vla-get-OpenSave,(vla-get-OpenSave Object ),取得PreferencesOpenSave对象。,33,-1,-1
vla-get-Origin,(vla-get-Origin Object ),取得WCS坐标值指定UCS、图块、配置或光栅图像的原点。,33,-1,-1
vla-get-OrthoOn,(vla-get-OrthoOn Object ),取得视口的Ortho模式的状态。,33,-1,-1
vla-get-Output,(vla-get-Output Object ),取得PreferencesOutput对象。,33,-1,-1
vla-get-OwnerID,(vla-get-OwnerID Object ),取得拥有者（上级）对象的对象识别码（ID）。,33,-1,-1
vla-get-PaperSpace,(vla-get-PaperSpace Object ),取得文件的PaperSpace集合。,33,-1,-1
vla-get-PaperUnits,(vla-get-PaperUnits Object ),取得文件、应用程序、或外部参考的路径。,33,-1,-1
vla-get-Parent,(vla-get-Parent Object ),取得对象的来源。,33,-1,-1
vla-get-Path,(vla-get-Path Object ),取得文件、应用程序、或外部参考的路径。,33,-1,-1
vla-get-PatternAngle,(vla-get-PatternAngle Object ),取得剖面线样式的角度。,33,-1,-1
vla-get-PatternDouble,(vla-get-PatternDouble Object ),判断用户定义的剖面线是否为double-hatched。,33,-1,-1
vla-get-PatternName,(vla-get-PatternName Object ),取得剖面线样式名称。,33,-1,-1
vla-get-PatternScale,(vla-get-PatternScale Object ),取得剖面线样式比例。,33,-1,-1
vla-get-PatternSpace,(vla-get-PatternSpace Object ),取得用户定义的剖面线样式间距。,33,-1,-1
vla-get-PatternType,(vla-get-PatternType Object ),取得用于剖面线的样式类型。,33,-1,-1
vla-get-Perimeter,(vla-get-Perimeter Object ),取得内部与外部面域环路的总长度。,33,-1,-1
vla-get-PickAdd,(vla-get-PickAdd Object ),判断对象是否要使用Shift键加入选集中。,33,-1,-1
vla-get-PickAuto,(vla-get-PickAuto Object ),在[对象选择]提示下控制自动视窗。,33,-1,-1
vla-get-PickBoxSize,(vla-get-PickBoxSize Object ),取得对象选择目标的大小。,33,-1,-1
vla-get-PickDrag,(vla-get-PickDrag Object ),取得选取视窗的绘图方式。,33,-1,-1
vla-get-PickFirst,(vla-get-PickFirst Object ),判断是在发生命令之前（先选取再执行）或之后选取对象。,33,-1,-1
vla-get-PickfirstSelectionSet,(vla-get-PickfirstSelectionSet Object ),取得选择优先选集。,33,-1,-1
vla-get-PickGroup,(vla-get-PickGroup Object ),判断点选群组中的单一对象是否将选取整个群组。,33,-1,-1
vla-get-Plot,(vla-get-Plot Object ),取得文件的Plot对象。,33,-1,-1
vla-get-PlotConfigurations,(vla-get-PlotConfigurations Object ),取得文件的PlotConfigurations集合。,33,-1,-1
vla-get-PlotHidden,(vla-get-PlotHidden Object ),判断打印期间是否隐藏对象。,33,-1,-1
vla-get-PlotLegacy,(vla-get-PlotLegacy Object ),判断是否允许执行遗传打印脚本。,33,-1,-1
vla-get-PlotOrigin,(vla-get-PlotOrigin Object ),取得以WCS坐标值指定UCS、图块、配置或光栅图像的原点。,33,-1,-1
vla-get-PlotPolicy,(vla-get-PlotPolicy Object ),判断当建立新的图形时，对象的颜色属性是否要和它的打印样式名称相关。,33,-1,-1
vla-get-PlotRotation,(vla-get-PlotRotation Object ),取得配置或打印配置的旋转角度。,33,-1,-1
vla-get-PlotStyleName,(vla-get-PlotStyleName Object ),取得对象、对象组或层的打印样式名。,33,-1,-1
vla-get-Plottable,(vla-get-Plottable Object ),判断图层是否可以打印。,33,-1,-1
vla-get-PlotType,(vla-get-PlotType Object ),取得布局或打印配置的类型。,33,-1,-1
vla-get-PlotViewportBorders,(vla-get-PlotViewportBorders Object ),取得视口边界是否能被打印。,33,-1,-1
vla-get-PlotViewportsFirst,(vla-get-PlotViewportsFirst Object ),判断图纸空间视口中的所有几何图形是否要先打印。,33,-1,-1
vla-get-PlotWithLineweights,(vla-get-PlotWithLineweights Object ),取得对象是以打印文件中指定的线宽打印，还是以图形文件中的线宽打印。,33,-1,-1
vla-get-PlotWithPlotStyles,(vla-get-PlotWithPlotStyles Object ),取得对象是否以应用至对象的和绘图样式表中定义的绘图样式进行绘制。,33,-1,-1
vla-get-PolarTrackingVector,(vla-get-PolarTrackingVector Object ),取得极轴追踪向量的显示。,33,-1,-1
vla-get-PostScriptPrologFile,(vla-get-PostScriptPrologFile Object ),取得acad.psf文件中自定义的prolog段的名称。,33,-1,-1
vla-get-Preferences,(vla-get-Preferences Object ),取得Preferences对象。,33,-1,-1
vla-get-Preset,(vla-get-Preset Object ),判断是否要重设属性或属性参考。,33,-1,-1
vla-get-PrimaryUnitsPrecision,(vla-get-PrimaryUnitsPrecision Object ),取得标注或公差的主要单位的小数位数的数目。,33,-1,-1
vla-get-PrincipalDirections,(vla-get-PrincipalDirections Object ),取得实体或面域的主方向。,33,-1,-1
vla-get-PrincipalMoments,(vla-get-PrincipalMoments Object ),取得实体或面域的主力矩。,33,-1,-1
vla-get-PrinterConfigPath,(vla-get-PrinterConfigPath Object ),取得打印机配置文件的位置。,33,-1,-1
vla-get-PrinterDescPath,(vla-get-PrinterDescPath Object ),取得打印机描述文件的位置。,33,-1,-1
vla-get-PrinterPaperSizeAlert,(vla-get-PrinterPaperSizeAlert Object ),判断当布局的配置图纸尺寸和PC3文件的预设值不一样时是否警告用户。,33,-1,-1
vla-get-PrinterSpoolAlert,(vla-get-PrinterSpoolAlert Object ),取得当输出到设备时因I/O端口冲突而必须由系统打印机进行后台要求时，是否警告用户。,33,-1,-1
vla-get-PrinterStyleSheetPath,(vla-get-PrinterStyleSheetPath Object ),取得打印机型式表文件的位置。,33,-1,-1
vla-get-PrintFile,(vla-get-PrintFile Object ),取得作为临时绘图文件名的替代名称。,33,-1,-1
vla-get-PrintSpoolerPath,(vla-get-PrintSpoolerPath Object ),取得后台打印文件名称的目录。AutoCAD将打印写入这个位置。,33,-1,-1
vla-get-PrintSpoolExecutable,(vla-get-PrintSpoolExecutable Object ),取得后台打印处理的应用程序.,33,-1,-1
vla-get-ProductOfInertia,(vla-get-ProductOfInertia Object ),取得实体或面域的惯性积。,33,-1,-1
vla-get-Profiles,(vla-get-Profiles Object value),取得PreferencesProfiles对象。,33,-1,-1
vla-get-PromptString,(vla-get-PromptString Object ),取得属性的提示字符串。,33,-1,-1
vla-get-ProxyImage,(vla-get-ProxyImage Object ),取得图形中第三方应用程序建立的对象的显示方式。,33,-1,-1
vla-get-QuietErrorMode,(vla-get-QuietErrorMode Object ),取得打印出错报告的静止错误模式。,33,-1,-1
vla-get-RadiiOfGyration,(vla-get-RadiiOfGyration Object ),取得实体或面域的旋转半径。,33,-1,-1
vla-get-Radius,(vla-get-Radius Object ),取得弧或圆的半径。,33,-1,-1
vla-get-RadiusRatio,(vla-get-RadiusRatio Object ),取得椭圆的主轴与次轴的比。,33,-1,-1
vla-get-ReadOnly,(vla-get-ReadOnly Object ),判断文件是否为只读或可读/写。,33,-1,-1
vla-get-RegisteredApplications,(vla-get-RegisteredApplications Object ),取得隐藏线是否要打印到图纸空间视口。,33,-1,-1
vla-get-RemoveHiddenLines,(vla-get-RemoveHiddenLines Object ),判断隐藏线是否要打印到图纸空间视口。,33,-1,-1
vla-get-RenderSmoothness,(vla-get-RenderSmoothness Object ),取得着色、渲染、以及隐藏线对象的平滑度。,33,-1,-1
vla-get-Rotation,(vla-get-Rotation Object ),取得对象的旋转角度。,33,-1,-1
vla-get-RoundDistance,(vla-get-RoundDistance Object ),取得标注型式单位的舍入。,33,-1,-1
vla-get-Rows,(vla-get-Rows Object ),取得图块阵列中的行数。,33,-1,-1
vla-get-RowSpacing,(vla-get-RowSpacing Object ),取得一个块阵列中的行间距。,33,-1,-1
vla-get-SaveAsType,(vla-get-SaveAsType Object ),取得图形的储存类型。,33,-1,-1
vla-get-Saved,(vla-get-Saved Object ),判断文件是否有任何未储存的改变。,33,-1,-1
vla-get-SavePreviewThumbnail,(vla-get-SavePreviewThumbnail Object ),判断是否要与图形一起储存BMP预览图形。,33,-1,-1
vla-get-ScaleFactor,(vla-get-ScaleFactor Object ),取得对象的比例系数。,33,-1,-1
vla-get-ScaleLineweights,(vla-get-ScaleLineweights Object ),取得当打印布局时线宽是否要和其余的元素一起调整比例。,33,-1,-1
vla-get-SCMCommandMode,(vla-get-SCMCommandMode Object ),判断命令模式下（正在执行命令）在绘图区中按一下鼠标右键的功能。,33,-1,-1
vla-get-SCMDefaultMode,(vla-get-SCMDefaultMode Object ),取得[默认]模式（未选择任何对象以及没有任何命令在执行中）下在绘图区中按一下鼠标右键的功能。,33,-1,-1
vla-get-SCMEditMode,(vla-get-SCMEditMode Object ),取得[编辑]模式（已选择一个或多个对象以及没有执行中命令）下在绘图区中按下鼠标右键的功能。,33,-1,-1
vla-get-SecondPoint,(vla-get-SecondPoint Object ),取得射线或建构线的第二点。,33,-1,-1
vla-get-SegmentPerPolyline,(vla-get-SegmentPerPolyline Object ),取得每一个多段线曲线产生的线段数目。,33,-1,-1
vla-get-Selection,(vla-get-SelectionSets Object ),取得PreferencesSelection对象。,33,-1,-1
vla-get-SelectionSets,(vla-get-SelectionSets Object ),取得文件的SelectionSets对象。,33,-1,-1
vla-get-ShortcutMenu,(vla-get-ShortcutMenu Object ),判断弹出式菜单是否为快捷菜单。,33,-1,-1
vla-get-ShortCutMenuDisplay,(vla-get-ShortCutMenuDisplay Object ),取得当在绘图区中按一下鼠标右键是否显示快捷菜单还是发生ENTER的功能。,33,-1,-1
vla-get-ShowPlotStyles,(vla-get-ShowPlotStyles Object ),判断是否在打印中使用打印样式。,33,-1,-1
vla-get-ShowProxyDialogBox,(vla-get-ShowProxyDialogBox Object ),取得在打开的图形含有自定对象时，AutoCAD是否显示警告信息。,33,-1,-1
vla-get-ShowRasterImage,(vla-get-ShowRasterImage Object ),取得在实时平移及缩放期间光栅图像的显示方式。,33,-1,-1
vla-get-ShowRotation,(vla-get-ShowRotation Object ),判断光栅图像是否以旋转值显示。,33,-1,-1
vla-get-ShowWarningMessages,(vla-get-ShowWarningMessages Object ),取得重设所有含有"不要再显示这个警告" 复选框的对话框，使它们再显示一次。,33,-1,-1
vla-get-SingleDocumentMode,(vla-get-SingleDocumentMode Object ),取得AutoCAD是否在单一或多重文件格式下执行。,33,-1,-1
vla-get-SnapBasePoint,(vla-get-SnapBasePoint Object ),取得视口的捕捉点基准点。,33,-1,-1
vla-get-SnapOn,(vla-get-SnapOn Object ),取得捕捉点的状态。,33,-1,-1
vla-get-SnapRotationAngle,(vla-get-SnapRotationAngle Object ),取得与当前的UCS对应的视口的捕捉点旋转角度。,33,-1,-1
vla-get-SolidFill,(vla-get-SolidFill Object ),取得多行文字、等线宽、实体、所有的剖面线（含有实体填充）以及宽多段线是否要填充。,33,-1,-1
vla-get-StandardScale,(vla-get-StandardScale Object ),取得弧与椭圆的起始角度。,33,-1,-1
vla-get-StartAngle,(vla-get-StartParameter Object ),取得弧与椭圆的起始角度。,33,-1,-1
vla-get-StartParameter,(vla-get-StartParameter Object ),取得弧、线、或椭圆的起始点。,33,-1,-1
vla-get-StartPoint,(vla-get-StartPoint Object ),取得弧、线、或椭圆的起始点。,33,-1,-1
vla-get-StartTangent,(vla-get-StartTangent Object ),取得样条曲线的起始相切点。,33,-1,-1
vla-get-StatusId,(setq RetVal(vla-get-StatusID Object ),取得视口当前激活的状态。,33,-1,-1
vla-get-StoreSQLIndex,(vla-get-StoreSQLIndex Object ),取得用于对象样式。,33,-1,-1
vla-get-StyleName,(vla-get-StyleName Object ),取得用于对象样式的名称。,33,-1,-1
vla-get-StyleSheet,(vla-get-StyleSheet Object ),取得布局或打印布局的样式图纸。,33,-1,-1
vla-get-SubMenu,(vla-get-SubMenu Object ),取得与子菜单关联的弹出菜单。,33,-1,-1
vla-get-SupportPath,(vla-get-SupportPath Object ),取得AutoCAD搜寻支持文件的目录。,33,-1,-1
vla-get-SuppressLeadingZeros,(vla-get-SuppressLeadingZeros Object ),判断是否禁止标注值中的前导零。,33,-1,-1
vla-get-SuppressTrailingZeros,(vla-get-SuppressTrailingZeros Object ),判断是否禁止标注值中的结尾零。,33,-1,-1
vla-get-SuppressZeroFeet,(vla-get-SuppressZeroFeet Object ),判断是否禁止标注值中的零英寸测量单位。,33,-1,-1
vla-get-SuppressZeroInches,(vla-get-SuppressZeroInches Object ),判断是否禁止标注值中的零英寸测量单位。,33,-1,-1
vla-get-System,(vla-get-System Object ),取得PreferencesSystem对象。,33,-1,-1
vla-get-TablesReadOnly,(vla-get-TablesReadOnly Object ),判断是否要以只读方式打开数据库表格。,33,-1,-1
vla-get-TabOrder,(vla-get-TabOrder Object ),取得布局的tab顺序。,33,-1,-1
vla-get-TagString,(vla-get-TagString Object ),取得对象的标签字符串。,33,-1,-1
vla-get-Target,(vla-get-Target Object),取得视口或视口的目标点。,33,-1,-1
vla-get-TempFileExtension,(vla-get-TempFileExtension Object ),取得临时文件的扩展文件名。,33,-1,-1
vla-get-TempFilePath,(vla-get-TempFilePath Object ),取得供AutoCAD储存临时文件的目录,33,-1,-1
vla-get-TemplateDwgPath,(vla-get-TemplateDwgPath Object ),取得起始精度使用的模板文件的路径,33,-1,-1
vla-get-TempXrefPath,(vla-get-TempXrefPath Object ),取得外部参照文件的存放位置。,33,-1,-1
vla-get-TextAlignmentPoint,(vla-get-TextAlignmentPoint Object ),取得文字与属性的对齐点。,33,-1,-1
vla-get-TextColor,(vla-get-TextColor Object ),取得标注与公差的文字的颜色。,33,-1,-1
vla-get-TextEditor,(vla-get-ZScaleFactor Object ),取得MTEXT命令的文字编辑器名称。,33,-1,-1
vla-get-TextFont,(vla-get-TextFont Object ),取得新建文字的字体。,33,-1,-1
vla-get-TextFontSize,(vla-get-TextFontSize Object ),取得新建文字的字体大小。,33,-1,-1
vla-get-TextFontStyle,(vla-get-TextFontStyle Object ),取得新建文字的字型。,33,-1,-1
vla-get-TextFrameDisplay,(vla-get-TextFrameDisplay Object ),判断是否显示文字对象的框而不是显示文字本身。,33,-1,-1
vla-get-TextGap,(vla-get-TextGap Object ),取得当载断标注线来调节标注文字时标注文字与标注线之间的距离。,33,-1,-1
vla-get-TextGenerationFlag,(vla-get-TextGenerationFlag Object ),取得属性文字生成标记。,33,-1,-1
vla-get-TextInside,(vla-get-TextHeight Object ),取得标注或公差文字的高度。,33,-1,-1
vla-get-TextInsideAlign,(vla-get-TextInsideAlign Object ),判断是否所有标注类型（不含有坐标式）的标注文字位置在界线之内。,33,-1,-1
vla-get-TextMovement,(vla-get-TextMovement Object ),取得当文字移动时标注文字的绘出方式。,33,-1,-1
vla-get-TextOutsideAlign,(vla-get-TextOutsideAlign Object ),判断是否所有标注类型（不含有坐标式）的标注文字位置在界线之外。,33,-1,-1
vla-get-TextOverride,(vla-get-TextOverride Object ),取得标注的文字字符串。,33,-1,-1
vla-get-TextPosition,(vla-get-TextPosition Object ),取得标注文字位置。,33,-1,-1
vla-get-TextPrecision,(vla-get-TextPrecision Object ),取得标注文字精度。,33,-1,-1
vla-get-TextPrefix,(vla-get-TextPrefix Object),取得标注值前缀。,33,-1,-1
vla-get-TextRotation,(vla-get-TextRotation Object),取得标注文字的旋转角度。,33,-1,-1
vla-get-TextString,(vla-get-TextString Object ),取得图元的文字字符串。,33,-1,-1
vla-get-TextStyle,(vla-get-TextStyle Object ),取得标注或公差文字的文字样式。,33,-1,-1
vla-get-TextStyles,(vla-get-TextStyles Object ),取得文件的TextStyles集合。,33,-1,-1
vla-get-TextSuffix,(vla-get-TextSuffix Object ),取得标注值后缀。,33,-1,-1
vla-get-TextureMapPath,(vla-get-TextureMapPath Object ),取得供AutoCAD搜寻纹理贴图的路径。,33,-1,-1
vla-get-TextWinBackgrndColor,(vla-get-TextWinBackgrndColor Object ),取得文字窗口的背景颜色。,33,-1,-1
vla-get-TextWinTextColor,(vla-get-TextWinTextColor Object ),取得文字窗口的文字颜色。,33,-1,-1
vla-get-Thickness,(vla-get-Thickness Object ),取得2D的AutoCAD对象要在自身标高方向上或下拉伸的距离。,33,-1,-1
